date,equity,daily_return,target_exposure,actual_equivalent_exposure,trend_label,vix_label
2018-06-28,140679.29709709546,0.0068553691670830835,120.0,119.99000000000001,accelerating_bull,low
2018-06-29,140921.66388042583,0.0017228319186374445,120.0,119.99000000000001,accelerating_bull,low
2018-07-02,141282.53819550504,0.0025608150311468647,120.0,119.99000000000001,accelerating_bull,low
2018-07-03,140683.1772933489,-0.0042422857758029515,120.0,119.99000000000001,accelerating_bull,low
2018-07-05,142059.64821244558,0.009784189876707637,120.0,119.99000000000001,accelerating_bull,low
2018-07-06,143500.74332223868,0.010144295920246123,120.0,119.99000000000001,accelerating_bull,low
2018-07-09,145050.51678721537,0.010799759144777299,120.0,119.99000000000001,accelerating_bull,low
2018-07-10,145676.06679627634,0.004312635507384034,120.0,119.99000000000001,accelerating_bull,low
2018-07-11,144396.86578873792,-0.00878113361838168,120.0,119.99000000000001,accelerating_bull,low
2018-07-12,145966.97465054027,0.010873566079332386,120.0,119.99000000000001,accelerating_bull,low
2018-07-13,146104.1809078063,0.0009399815101635385,120.0,119.99000000000001,accelerating_bull,low
2018-07-16,145946.68992857388,-0.0010779361566100097,120.0,119.99000000000001,accelerating_bull,low
2018-07-17,146654.40304493098,0.004849120707728561,120.0,119.99000000000001,accelerating_bull,low
2018-07-18,147023.93879406416,0.0025197726182141873,120.0,119.99000000000001,accelerating_bull,low
2018-07-19,146357.89427785447,-0.004530177341681938,120.0,119.99000000000001,accelerating_bull,low
2018-07-20,146156.50088841762,-0.0013760336634423423,120.0,119.99000000000001,accelerating_bull,low
2018-07-23,146481.86768096723,0.002226153407969186,120.0,119.99000000000001,accelerating_bull,low
2018-07-24,147365.60341680865,0.0060330725558889586,120.0,119.99000000000001,accelerating_bull,low
2018-07-25,148871.89592446174,0.01022146601872001,120.0,119.99000000000001,accelerating_bull,low
2018-07-26,148449.76485695053,-0.0028355322869361146,120.0,119.99000000000001,accelerating_bull,low
2018-07-27,147242.0540060246,-0.008135485105616035,120.0,119.99000000000001,accelerating_bull,low
2018-07-30,146318.49898888636,-0.006272358962748932,120.0,119.99000000000001,accelerating_bull,low
2018-07-31,147183.2260488228,0.005909895644857208,120.0,119.99000000000001,accelerating_bull,low
2018-08-01,146887.4565850173,-0.0020095324157890244,120.0,119.99000000000001,accelerating_bull,low
2018-08-02,147846.9156166115,0.0065319330452078194,120.0,119.99000000000001,accelerating_bull,low
2018-08-03,148606.3720611856,0.005136775707539797,120.0,119.99000000000001,accelerating_bull,low
2018-08-06,149259.53411561952,0.004395249311146444,120.0,119.99000000000001,accelerating_bull,low
2018-08-07,149850.25107106988,0.003957649733736898,120.0,119.99000000000001,accelerating_bull,low
2018-08-08,149774.01460416903,-0.0005087510121334169,120.0,119.99000000000001,accelerating_bull,low
2018-08-09,149527.80302975772,-0.0016438871259611544,120.0,119.99000000000001,accelerating_bull,low
2018-08-10,148324.93197641277,-0.008044464166343478,120.0,119.99000000000001,accelerating_bull,low
2018-08-13,147657.93927075696,-0.004496834731479124,120.0,119.99000000000001,accelerating_bull,low
2018-08-14,148787.80838165365,0.0076519360657261466,120.0,119.99000000000001,accelerating_bull,low
2018-08-15,147453.9609114994,-0.00896476320649088,120.0,119.99000000000001,accelerating_bull,low
2018-08-16,148884.78848632443,0.009703554695853985,120.0,119.99000000000001,accelerating_bull,low
2018-08-17,149512.91357971478,0.0042188668149134,120.0,119.99000000000001,accelerating_bull,low
2018-08-20,149896.2321089863,0.002563782084730418,120.0,119.99000000000001,accelerating_bull,low
2018-08-21,150317.32066117928,0.0028092003799454965,120.0,119.99000000000001,accelerating_bull,low
2018-08-22,150209.59247843263,-0.000716671786543305,120.0,119.99000000000001,accelerating_bull,low
2018-08-23,149969.52274881172,-0.0015982316818773047,120.0,119.99000000000001,accelerating_bull,low
2018-08-24,151051.78264476598,0.007216532240133621,120.0,119.99000000000001,accelerating_bull,low
2018-08-27,152482.0433825352,0.00946867830837069,120.0,119.99000000000001,accelerating_bull,low
2018-08-28,152569.70825919096,0.0005749193459839081,120.0,119.99000000000001,accelerating_bull,low
2018-08-29,153554.11310876123,0.006452164461754967,120.0,119.99000000000001,accelerating_bull,low
2018-08-30,152807.42805238525,-0.004862683527383698,120.0,119.99000000000001,accelerating_bull,low
2018-08-31,152813.06287787968,3.6875337581763394e-05,120.0,119.99000000000001,accelerating_bull,low
2018-09-04,152496.54322454485,-0.002071286625462118,120.0,119.99000000000001,accelerating_bull,low
2018-09-05,152003.33374692552,-0.003234233820586334,120.0,119.99000000000001,accelerating_bull,low
2018-09-06,151453.57552653414,-0.003616751072754096,120.0,119.99000000000001,accelerating_bull,low
2018-09-07,151099.66929202536,-0.0023367307987177564,120.0,119.99000000000001,accelerating_bull,low
2018-09-10,151414.2087202041,0.002081668541384089,120.0,119.99000000000001,accelerating_bull,low
2018-09-11,152012.51326474157,0.003951442533659883,120.0,119.99000000000001,accelerating_bull,low
2018-09-12,152056.0035480882,0.00028609673251613077,120.0,119.99000000000001,accelerating_bull,low
2018-09-13,153134.42539064385,0.007092267436941942,120.0,119.99000000000001,accelerating_bull,low
