date,equity,buy_hold_equity,leveraged_buy_hold_equity,ma120_timing_equity,leveraged_ma120_timing_equity,daily_return,buy_hold_daily_return,leveraged_buy_hold_daily_return,ma120_timing_daily_return,leveraged_ma120_timing_daily_return,target_exposure,actual_equivalent_exposure,overnight_equivalent_exposure,intraday_equivalent_exposure,post_close_equivalent_exposure,pending_next_open_equivalent_exposure,local_defensive_percent,post_close_local_defensive_percent,trend_label,vix_label
2010-10-22,1142916.2322732157,1107648.1710895232,1314017.3760666419,1106688.0022422157,1326824.3230656295,0.005550286467936281,0.0018620002512168554,0.005550286467936281,0.0018620002512168554,0.005550286467936281,300.0,300.0,300.0,300.0,300.0,300.0,0.0,0.0,accelerating_bull,low
2010-10-25,1153013.982992285,1110923.4089608358,1325626.8182369187,1109960.4009616626,1338546.9155741518,0.008835075077186913,0.002956929787633733,0.008835075077186913,0.002956929787633733,0.008835075077186913,300.0,300.0,300.0,300.0,300.0,300.0,0.0,0.0,accelerating_bull,low
2010-10-26,1153557.8312089713,1111111.299283694,1326252.083664506,1110148.1284111107,1339178.2750925308,0.00047167530030741464,0.00016912986200723346,0.00047167530030741464,0.00016912986200723346,0.00047167530030741464,300.0,300.0,300.0,300.0,300.0,300.0,0.0,0.0,accelerating_bull,low
2010-10-27,1143604.7905927105,1107928.9245814653,1314809.0155330375,1106968.512361972,1327623.6781717672,-0.00862812452656118,-0.0028641367469489643,-0.00862812452656118,-0.0028641367469489643,-0.00862812452656118,300.0,300.0,300.0,300.0,300.0,300.0,0.0,0.0,accelerating_bull,low
2010-10-28,1144144.312281668,1108116.3444728688,1315429.3067267716,1107155.7697877607,1328250.0149753895,0.00047177284792406556,0.00016916237787945043,0.00047177284792406556,0.00016916237787945043,0.00047177284792406556,300.0,300.0,300.0,300.0,300.0,300.0,0.0,0.0,accelerating_bull,low
2010-10-29,1146710.926978189,1108958.1345172408,1318380.1584284655,1107996.8301233698,1331229.6268761747,0.0022432613342305485,0.0007596585399816114,0.0022432613342305485,0.0007596585399816114,0.0022432613342305485,300.0,300.0,300.0,300.0,300.0,300.0,0.0,0.0,accelerating_bull,low
2010-11-01,1147832.4830472998,1109332.8802137575,1319669.617901898,1108371.2509702158,1332531.6539453135,0.0009780634706833746,0.00033792591879922007,0.0009780634706833746,0.00033792591879922007,0.0009780634706833746,300.0,300.0,300.0,300.0,300.0,300.0,0.0,0.0,accelerating_bull,low
2010-11-02,1175100.649638373,1118130.6070137012,1351019.986111197,1117161.3514286722,1364187.575575266,0.023756224879331565,0.007930646388348617,0.023756224879331565,0.007930646388348617,0.023756224879331565,300.0,300.0,300.0,300.0,300.0,300.0,0.0,0.0,accelerating_bull,low
2010-11-03,1189221.1789967376,1122622.5687984843,1367254.440056475,1121649.419340038,1380580.2571018697,0.012016442474702313,0.004017385586805533,0.012016442474702313,0.004017385586805533,0.012016442474702313,300.0,300.0,300.0,300.0,300.0,300.0,0.0,0.0,accelerating_bull,low
2010-11-04,1257884.9581681243,1144242.0930586816,1446197.5825107128,1143250.2026369672,1460292.8114830418,0.05773844292725568,0.019258052404323323,0.05773844292725568,0.019258052404323323,0.05773844292725568,300.0,300.0,300.0,300.0,300.0,300.0,0.0,0.0,accelerating_bull,low
